"","Terms","Counts","GeneRatio","BgRatio","pValue","FDR","foldEnrichment","geneID","geneSymbol","Category"
"2789","hsa04510~Focal adhesion",5,"5/48","199/7984",0.00656559964965409,0.109091313867662,4.17922948073702,"ENSG00000105974/ENSG00000065534/ENSG00000105976/ENSG00000117020/ENSG00000105971","CAV1/MYLK/MET/AKT3/CAV2","KEGG"
"2790","hsa05205~Proteoglycans in cancer",5,"5/48","200/7984",0.00670393548907417,0.109091313867662,4.15833333333333,"ENSG00000105974/ENSG00000136997/ENSG00000105976/ENSG00000117020/ENSG00000105971","CAV1/MYC/MET/AKT3/CAV2","KEGG"
"2791","hsa05220~Chronic myeloid leukemia",3,"3/48","75/7984",0.0101732023487425,0.133621758307489,6.65333333333333,"ENSG00000136997/ENSG00000171552/ENSG00000117020","MYC/BCL2L1/AKT3","KEGG"
"2792","hsa05100~Bacterial invasion of epithelial cells",3,"3/48","77/7984",0.0109289707029413,0.133621758307489,6.48051948051948,"ENSG00000105974/ENSG00000105976/ENSG00000105971","CAV1/MET/CAV2","KEGG"
"2793","hsa04810~Regulation of actin cytoskeleton",5,"5/48","226/7984",0.011062634276081,0.133621758307489,3.67994100294985,"ENSG00000198121/ENSG00000065534/ENSG00000066468/ENSG00000117020/ENSG00000134982","LPAR1/MYLK/FGFR2/AKT3/APC","KEGG"
"2794","hsa05224~Breast cancer",4,"4/48","146/7984",0.0111973540481136,0.133621758307489,4.55707762557078,"ENSG00000136997/ENSG00000084676/ENSG00000117020/ENSG00000134982","MYC/NCOA1/AKT3/APC","KEGG"
"2795","hsa04014~Ras signaling pathway",5,"5/48","233/7984",0.0125062334815893,0.13991348707528,3.56938483547926,"ENSG00000066468/ENSG00000105976/ENSG00000108061/ENSG00000171552/ENSG00000117020","FGFR2/MET/SHOC2/BCL2L1/AKT3","KEGG"
"2796","hsa05210~Colorectal cancer",3,"3/48","86/7984",0.0147266198153507,0.155062643938104,5.80232558139535,"ENSG00000136997/ENSG00000117020/ENSG00000134982","MYC/AKT3/APC","KEGG"
"2797","hsa04130~SNARE interactions in vesicular transport",2,"2/48","33/7984",0.0165984833133761,0.165062695171907,10.0808080808081,"ENSG00000220205/ENSG00000106089","VAMP2/STX1A","KEGG"
"2798","hsa04151~PI3K-Akt signaling pathway",6,"6/48","351/7984",0.0178589121273005,0.168249751094041,2.84330484330484,"ENSG00000198121/ENSG00000066468/ENSG00000136997/ENSG00000105976/ENSG00000171552/ENSG00000117020","LPAR1/FGFR2/MYC/MET/BCL2L1/AKT3","KEGG"
"2799","hsa05215~Prostate cancer",3,"3/48","97/7984",0.020266824095268,0.176851075205922,5.14432989690722,"ENSG00000066468/ENSG00000117020/ENSG00000150907","FGFR2/AKT3/FOXO1","KEGG"
"2800","hsa05206~MicroRNAs in cancer",5,"5/48","265/7984",0.0207478915046054,0.176851075205922,3.13836477987421,"ENSG00000136997/ENSG00000122707/ENSG00000169554/ENSG00000105976/ENSG00000134982","MYC/RECK/ZEB2/MET/APC","KEGG"
"2801","hsa04360~Axon guidance",4,"4/48","181/7984",0.0228986641077617,0.186311857967698,3.67587476979742,"ENSG00000065320/ENSG00000105976/ENSG00000198910/ENSG00000163995","NTN1/MET/L1CAM/ABLIM2","KEGG"
"2802","hsa04931~Insulin resistance",3,"3/48","108/7984",0.0268098500362995,0.208650572021635,4.62037037037037,"ENSG00000101255/ENSG00000117020/ENSG00000150907","TRIB3/AKT3/FOXO1","KEGG"
"2803","hsa04015~Rap1 signaling pathway",4,"4/48","209/7984",0.0362212505516852,0.270150160364652,3.18341307814992,"ENSG00000198121/ENSG00000066468/ENSG00000105976/ENSG00000117020","LPAR1/FGFR2/MET/AKT3","KEGG"
"2804","hsa00600~Sphingolipid metabolism",2,"2/48","53/7984",0.0401597236153102,0.278610702834284,6.27672955974843,"ENSG00000162407/ENSG00000126821","PLPP3/SGPP1","KEGG"
"2805","hsa04068~FoxO signaling pathway",3,"3/48","127/7984",0.0404685937077731,0.278610702834284,3.92913385826772,"ENSG00000117020/ENSG00000150907/ENSG00000152413","AKT3/FOXO1/HOMER1","KEGG"
"2806","hsa04330~Notch signaling pathway",2,"2/48","57/7984",0.0458172506571827,0.286168521595163,5.83625730994152,"ENSG00000106829/ENSG00000106003","TLE4/LFNG","KEGG"
"2807","hsa05416~Viral myocarditis",2,"2/48","57/7984",0.0458172506571827,0.286168521595163,5.83625730994152,"ENSG00000105974/ENSG00000198947","CAV1/DMD","KEGG"
"2808","hsa04210~Apoptosis",3,"3/48","136/7984",0.0479612047366195,0.286168521595163,3.66911764705882,"ENSG00000171552/ENSG00000117020/ENSG00000176619","BCL2L1/AKT3/LMNB2","KEGG"
"2809","hsa05418~Fluid shear stress and atherosclerosis",3,"3/48","136/7984",0.0479612047366195,0.286168521595163,3.66911764705882,"ENSG00000105974/ENSG00000117020/ENSG00000105971","CAV1/AKT3/CAV2","KEGG"
"2959","DOID:4045~muscle cancer",6,"6/61","114/9763",7.3117938170966e-05,0.0227926652233977,8.42364106988783,"ENSG00000136997/ENSG00000198947/ENSG00000105976/ENSG00000084676/ENSG00000171552/ENSG00000150907","MYC/DMD/MET/NCOA1/BCL2L1/FOXO1","DO"
"2960","DOID:3247~rhabdomyosarcoma",5,"5/61","80/9763",0.000135289931329174,0.0227926652233977,10.0030737704918,"ENSG00000198947/ENSG00000105976/ENSG00000084676/ENSG00000171552/ENSG00000150907","DMD/MET/NCOA1/BCL2L1/FOXO1","DO"
"2961","DOID:4043~skeletal muscle cancer",5,"5/61","85/9763",0.000180243808571401,0.0227926652233977,9.41465766634523,"ENSG00000198947/ENSG00000105976/ENSG00000084676/ENSG00000171552/ENSG00000150907","DMD/MET/NCOA1/BCL2L1/FOXO1","DO"
"2962","DOID:0050902~medulloblastoma",3,"3/61","19/9763",0.000209436342873996,0.0227926652233977,25.2709232096635,"ENSG00000136997/ENSG00000105976/ENSG00000134982","MYC/MET/APC","DO"
"2963","DOID:3070~high grade glioma",9,"9/61","340/9763",0.000237423596077059,0.0227926652233977,4.23659594985535,"ENSG00000105974/ENSG00000066468/ENSG00000136997/ENSG00000105976/ENSG00000171552/ENSG00000117020/ENSG00000105971/ENSG00000163032/ENSG00000198910","CAV1/FGFR2/MYC/MET/BCL2L1/AKT3/CAV2/VSNL1/L1CAM","DO"
"2964","DOID:4706~infratentorial cancer",3,"3/61","21/9763",0.000284914193115495,0.0227931354492396,22.864168618267,"ENSG00000136997/ENSG00000105976/ENSG00000134982","MYC/MET/APC","DO"
"2965","DOID:1686~glaucoma",6,"6/61","158/9763",0.000435104735641949,0.026622561917724,6.07781697447603,"ENSG00000105974/ENSG00000066468/ENSG00000143669/ENSG00000171552/ENSG00000105971/ENSG00000164093","CAV1/FGFR2/LYST/BCL2L1/CAV2/PITX2","DO"
"2966","DOID:0060100~musculoskeletal system cancer",10,"10/61","458/9763",0.000489432602278843,0.026622561917724,3.49452358794473,"ENSG00000198121/ENSG00000105974/ENSG00000066468/ENSG00000136997/ENSG00000122707/ENSG00000198947/ENSG00000105976/ENSG00000084676/ENSG00000171552/ENSG00000150907","LPAR1/CAV1/FGFR2/MYC/RECK/DMD/MET/NCOA1/BCL2L1/FOXO1","DO"
"2967","DOID:1934~dysostosis",4,"4/61","62/9763",0.000586979140047605,0.026622561917724,10.3257535695399,"ENSG00000113448/ENSG00000066468/ENSG00000130449/ENSG00000106003","PDE4D/FGFR2/ZSWIM6/LFNG","DO"
"2968","DOID:0060084~cell type benign neoplasm",10,"10/61","469/9763",0.000589586233303197,0.026622561917724,3.41256248033835,"ENSG00000198121/ENSG00000105974/ENSG00000066468/ENSG00000136997/ENSG00000105976/ENSG00000171552/ENSG00000134982/ENSG00000198910/ENSG00000150907/ENSG00000106089","LPAR1/CAV1/FGFR2/MYC/MET/BCL2L1/APC/L1CAM/FOXO1/STX1A","DO"
"2969","DOID:706~mature B-cell neoplasm",3,"3/61","27/9763",0.000610100377281174,0.026622561917724,17.7832422586521,"ENSG00000136997/ENSG00000105976/ENSG00000171552","MYC/MET/BCL2L1","DO"
"2970","DOID:127~leiomyoma",5,"5/61","118/9763",0.000821478424479933,0.0328591369791973,6.78174492914698,"ENSG00000105974/ENSG00000136997/ENSG00000171552/ENSG00000198910/ENSG00000150907","CAV1/MYC/BCL2L1/L1CAM/FOXO1","DO"
"2971","DOID:0050865~tongue squamous cell carcinoma",3,"3/61","31/9763",0.000921062743927542,0.0340084705450169,15.4886303543099,"ENSG00000105976/ENSG00000105281/ENSG00000105971","MET/SLC1A5/CAV2","DO"
"2972","DOID:3620~central nervous system cancer",6,"6/61","188/9763",0.00108506448885144,0.0354591695554671,5.10795256365539,"ENSG00000082397/ENSG00000105974/ENSG00000136997/ENSG00000105976/ENSG00000134982/ENSG00000198910","EPB41L3/CAV1/MYC/MET/APC/L1CAM","DO"
"2973","DOID:10487~Hirschsprung's disease",3,"3/61","33/9763",0.00110809904860835,0.0354591695554671,14.5499254843517,"ENSG00000169554/ENSG00000198910/ENSG00000106089","ZEB2/L1CAM/STX1A","DO"
"2974","DOID:11372~megacolon",3,"3/61","35/9763",0.00131752950131719,0.0395258850395158,13.7185011709602,"ENSG00000169554/ENSG00000198910/ENSG00000106089","ZEB2/L1CAM/STX1A","DO"
"2975","DOID:2671~transitional cell carcinoma",4,"4/61","82/9763",0.00167711105558952,0.0473537239225275,7.80727708916433,"ENSG00000105974/ENSG00000066468/ENSG00000171552/ENSG00000134982","CAV1/FGFR2/BCL2L1/APC","DO"
"2976","DOID:1107~esophageal carcinoma",6,"6/61","210/9763",0.00191189910228012,0.0488604184665226,4.5728337236534,"ENSG00000082397/ENSG00000105974/ENSG00000136997/ENSG00000105976/ENSG00000105281/ENSG00000105971","EPB41L3/CAV1/MYC/MET/SLC1A5/CAV2","DO"
"2977","DOID:363~uterine cancer",6,"6/61","212/9763",0.00200575143396085,0.0488604184665226,4.52969378286421,"ENSG00000136997/ENSG00000105976/ENSG00000084676/ENSG00000171552/ENSG00000134982/ENSG00000198910","MYC/MET/NCOA1/BCL2L1/APC/L1CAM","DO"
"2978","DOID:4450~renal cell carcinoma",9,"9/61","459/9763",0.00203585076943844,0.0488604184665226,3.13821922211508,"ENSG00000105974/ENSG00000113580/ENSG00000066468/ENSG00000136997/ENSG00000105976/ENSG00000171552/ENSG00000117020/ENSG00000134982/ENSG00000198910","CAV1/NR3C1/FGFR2/MYC/MET/BCL2L1/AKT3/APC/L1CAM","DO"
"2979","DOID:6536~plasma cell neoplasm",2,"2/61","12/9763",0.00243445140047115,0.0556446034393405,26.6748633879781,"ENSG00000105976/ENSG00000171552","MET/BCL2L1","DO"
"2980","DOID:219~colon cancer",8,"8/61","391/9763",0.00282495678590891,0.0571415573669323,3.27466353612008,"ENSG00000105974/ENSG00000136997/ENSG00000105976/ENSG00000171552/ENSG00000117020/ENSG00000105971/ENSG00000134982/ENSG00000198910","CAV1/MYC/MET/BCL2L1/AKT3/CAV2/APC/L1CAM","DO"
"2981","DOID:50~thyroid gland disease",6,"6/61","227/9763",0.00282556389772525,0.0571415573669323,4.23037481042825,"ENSG00000105974/ENSG00000105976/ENSG00000084676/ENSG00000171552/ENSG00000198910/ENSG00000164093","CAV1/MET/NCOA1/BCL2L1/L1CAM/PITX2","DO"
"2982","DOID:1319~brain cancer",4,"4/61","96/9763",0.0029851679558759,0.0571415573669323,6.66871584699454,"ENSG00000136997/ENSG00000105976/ENSG00000134982/ENSG00000198910","MYC/MET/APC/L1CAM","DO"
"2983","DOID:3347~osteosarcoma",6,"6/61","230/9763",0.0030159521449266,0.0571415573669323,4.1751960085531,"ENSG00000198121/ENSG00000105974/ENSG00000066468/ENSG00000122707/ENSG00000105976/ENSG00000171552","LPAR1/CAV1/FGFR2/RECK/MET/BCL2L1","DO"
"2984","DOID:5353~colonic disease",3,"3/61","47/9763",0.00309516769070883,0.0571415573669323,10.2159051273108,"ENSG00000169554/ENSG00000198910/ENSG00000106089","ZEB2/L1CAM/STX1A","DO"
"2985","DOID:0080006~bone development disease",6,"6/61","236/9763",0.00342544954847035,0.0573605840708092,4.06904695748819,"ENSG00000113448/ENSG00000066468/ENSG00000112773/ENSG00000130449/ENSG00000166128/ENSG00000106003","PDE4D/FGFR2/TENT5A/ZSWIM6/RAB8B/LFNG","DO"
"2986","DOID:0060038~specific developmental disorder",9,"9/61","498/9763",0.00352796202795653,0.0573605840708092,2.8924550661663,"ENSG00000113580/ENSG00000188706/ENSG00000198947/ENSG00000169554/ENSG00000105976/ENSG00000129682/ENSG00000117114/ENSG00000198910/ENSG00000164093","NR3C1/ZDHHC9/DMD/ZEB2/MET/FGF13/ADGRL2/L1CAM/PITX2","DO"
"2987","DOID:4451~renal carcinoma",9,"9/61","499/9763",0.0035752628123371,0.0573605840708092,2.8866585630277,"ENSG00000105974/ENSG00000113580/ENSG00000066468/ENSG00000136997/ENSG00000105976/ENSG00000171552/ENSG00000117020/ENSG00000134982/ENSG00000198910","CAV1/NR3C1/FGFR2/MYC/MET/BCL2L1/AKT3/APC/L1CAM","DO"
"2988","DOID:5409~lung small cell carcinoma",4,"4/61","101/9763",0.00358503650442558,0.0573605840708092,6.33858139912352,"ENSG00000215417/ENSG00000105974/ENSG00000113580/ENSG00000105976","MIR17HG/CAV1/NR3C1/MET","DO"
"2989","DOID:5041~esophageal cancer",6,"6/61","245/9763",0.00411588212156061,0.0637297876886805,3.91957176313148,"ENSG00000082397/ENSG00000105974/ENSG00000136997/ENSG00000105976/ENSG00000105281/ENSG00000105971","EPB41L3/CAV1/MYC/MET/SLC1A5/CAV2","DO"
"2990","DOID:0060099~musculoskeletal system benign neoplasm",3,"3/61","54/9763",0.00459043448296472,0.0688565172444708,8.89162112932605,"ENSG00000105974/ENSG00000066468/ENSG00000105976","CAV1/FGFR2/MET","DO"
"2991","DOID:2154~nephroblastoma",4,"4/61","110/9763",0.00486251998233186,0.0701350045378481,5.81997019374069,"ENSG00000136997/ENSG00000131389/ENSG00000105976/ENSG00000171552","MYC/SLC6A6/MET/BCL2L1","DO"
"2992","DOID:10286~prostate carcinoma",5,"5/61","178/9763",0.00496789615476424,0.0701350045378481,4.49576349235587,"ENSG00000105974/ENSG00000136997/ENSG00000105976/ENSG00000171552/ENSG00000117020","CAV1/MYC/MET/BCL2L1/AKT3","DO"
"2993","DOID:11260~rabies",3,"3/61","57/9763",0.00534386362959711,0.0732872726344747,8.42364106988783,"ENSG00000105974/ENSG00000171552/ENSG00000164093","CAV1/BCL2L1/PITX2","DO"
"2994","DOID:12571~phacogenic glaucoma",2,"2/61","19/9763",0.00613263831525026,0.0759085728829082,16.8472821397757,"ENSG00000105974/ENSG00000143669","CAV1/LYST","DO"
"2995","DOID:13641~exfoliation syndrome",2,"2/61","19/9763",0.00613263831525026,0.0759085728829082,16.8472821397757,"ENSG00000105974/ENSG00000143669","CAV1/LYST","DO"
"2996","DOID:3246~embryonal rhabdomyosarcoma",2,"2/61","19/9763",0.00613263831525026,0.0759085728829082,16.8472821397757,"ENSG00000198947/ENSG00000150907","DMD/FOXO1","DO"
"2997","DOID:707~B-cell lymphoma",3,"3/61","60/9763",0.00616757154673629,0.0759085728829082,8.00245901639344,"ENSG00000136997/ENSG00000105976/ENSG00000171552","MYC/MET/BCL2L1","DO"
"2998","DOID:4007~bladder carcinoma",3,"3/61","62/9763",0.00675657820375013,0.0797327022503943,7.74431517715494,"ENSG00000105974/ENSG00000066468/ENSG00000136997","CAV1/FGFR2/MYC","DO"
"2999","DOID:0080639~bone sarcoma",6,"6/61","272/9763",0.00681050165055451,0.0797327022503943,3.53049662487946,"ENSG00000198121/ENSG00000105974/ENSG00000066468/ENSG00000122707/ENSG00000105976/ENSG00000171552","LPAR1/CAV1/FGFR2/RECK/MET/BCL2L1","DO"
"3000","DOID:5520~head and neck squamous cell carcinoma",5,"5/61","199/9763",0.00790264764453184,0.0903159730803639,4.02133618914243,"ENSG00000105974/ENSG00000136997/ENSG00000105976/ENSG00000105281/ENSG00000105971","CAV1/MYC/MET/SLC1A5/CAV2","DO"
"3001","DOID:184~bone cancer",6,"6/61","283/9763",0.00821260141689822,0.0916682286746991,3.39326884087354,"ENSG00000198121/ENSG00000105974/ENSG00000066468/ENSG00000122707/ENSG00000105976/ENSG00000171552","LPAR1/CAV1/FGFR2/RECK/MET/BCL2L1","DO"
"3002","DOID:1115~sarcoma",5,"5/61","202/9763",0.00840293225194326,0.0916682286746991,3.9616133744522,"ENSG00000105974/ENSG00000066468/ENSG00000136997/ENSG00000105976/ENSG00000134982","CAV1/FGFR2/MYC/MET/APC","DO"
"3003","DOID:0060089~endocrine organ benign neoplasm",3,"3/61","69/9763",0.00907612426433981,0.0916682286746991,6.95866001425517,"ENSG00000105974/ENSG00000198910/ENSG00000106089","CAV1/L1CAM/STX1A","DO"
"3004","DOID:2871~endometrial carcinoma",4,"4/61","132/9763",0.00919443000888098,0.0916682286746991,4.84997516145057,"ENSG00000136997/ENSG00000105976/ENSG00000084676/ENSG00000134982","MYC/MET/NCOA1/APC","DO"
"3005","DOID:1380~endometrial cancer",5,"5/61","207/9763",0.00928508946262489,0.0916682286746991,3.86592223014176,"ENSG00000136997/ENSG00000105976/ENSG00000084676/ENSG00000171552/ENSG00000134982","MYC/MET/NCOA1/BCL2L1/APC","DO"
"3006","DOID:201~connective tissue cancer",7,"7/61","383/9763",0.00952888028683241,0.0916682286746991,2.92518084150152,"ENSG00000198121/ENSG00000105974/ENSG00000066468/ENSG00000136997/ENSG00000122707/ENSG00000105976/ENSG00000171552","LPAR1/CAV1/FGFR2/MYC/RECK/MET/BCL2L1","DO"
"3007","DOID:3459~breast carcinoma",8,"8/61","485/9763",0.0101554468141985,0.0916682286746991,2.63998647963495,"ENSG00000105974/ENSG00000066468/ENSG00000136997/ENSG00000169554/ENSG00000105976/ENSG00000084676/ENSG00000171552/ENSG00000105971","CAV1/FGFR2/MYC/ZEB2/MET/NCOA1/BCL2L1/CAV2","DO"
"3008","DOID:0060122~integumentary system cancer",4,"4/61","136/9763",0.0101853266418841,0.0916682286746991,4.70732883317261,"ENSG00000066468/ENSG00000136997/ENSG00000105976/ENSG00000171552","FGFR2/MYC/MET/BCL2L1","DO"
"3009","DOID:4159~skin cancer",4,"4/61","136/9763",0.0101853266418841,0.0916682286746991,4.70732883317261,"ENSG00000066468/ENSG00000136997/ENSG00000105976/ENSG00000171552","FGFR2/MYC/MET/BCL2L1","DO"
"3010","DOID:1596~mental depression",4,"4/61","137/9763",0.0104434615079642,0.0916682286746991,4.6729687686969,"ENSG00000113448/ENSG00000113580/ENSG00000171552/ENSG00000198910","PDE4D/NR3C1/BCL2L1/L1CAM","DO"
"3011","DOID:3748~esophagus squamous cell carcinoma",4,"4/61","137/9763",0.0104434615079642,0.0916682286746991,4.6729687686969,"ENSG00000082397/ENSG00000105974/ENSG00000105281/ENSG00000105971","EPB41L3/CAV1/SLC1A5/CAV2","DO"
"3012","DOID:10892~hypospadias",2,"2/61","25/9763",0.0105036512023093,0.0916682286746991,12.8039344262295,"ENSG00000066468/ENSG00000013619","FGFR2/MAMLD1","DO"
"3013","DOID:2730~epidermolysis bullosa",2,"2/61","25/9763",0.0105036512023093,0.0916682286746991,12.8039344262295,"ENSG00000151914/ENSG00000114270","DST/COL7A1","DO"
"3014","DOID:13544~low tension glaucoma",2,"2/61","26/9763",0.0113335615582222,0.0954405183850287,12.3114754098361,"ENSG00000105974/ENSG00000105971","CAV1/CAV2","DO"
"3015","DOID:2731~vesiculobullous skin disease",2,"2/61","26/9763",0.0113335615582222,0.0954405183850287,12.3114754098361,"ENSG00000151914/ENSG00000114270","DST/COL7A1","DO"
"3016","DOID:1459~hypothyroidism",4,"4/61","142/9763",0.0117978855402943,0.0975315076215793,4.50842761486955,"ENSG00000105974/ENSG00000084676/ENSG00000198910/ENSG00000164093","CAV1/NCOA1/L1CAM/PITX2","DO"
"3017","DOID:0060121~integumentary system benign neoplasm",2,"2/61","27/9763",0.0121914384526974,0.0975315076215793,11.8554948391014,"ENSG00000066468/ENSG00000134982","FGFR2/APC","DO"
"3018","DOID:3165~skin benign neoplasm",2,"2/61","27/9763",0.0121914384526974,0.0975315076215793,11.8554948391014,"ENSG00000066468/ENSG00000134982","FGFR2/APC","DO"
"3019","DOID:0060085~organ system benign neoplasm",7,"7/61","417/9763",0.0147253297300917,0.114036089779882,2.6866768879978,"ENSG00000105974/ENSG00000066468/ENSG00000105976/ENSG00000171552/ENSG00000134982/ENSG00000198910/ENSG00000106089","CAV1/FGFR2/MET/BCL2L1/APC/L1CAM/STX1A","DO"
"3020","DOID:2876~laryngeal squamous cell carcinoma",2,"2/61","30/9763",0.0149291858924524,0.114036089779882,10.6699453551913,"ENSG00000105974/ENSG00000136997","CAV1/MYC","DO"
"3021","DOID:3565~meningioma",3,"3/61","83/9763",0.0149672367836095,0.114036089779882,5.78491013233261,"ENSG00000082397/ENSG00000105974/ENSG00000134982","EPB41L3/CAV1/APC","DO"
"3022","DOID:0050565~autosomal recessive nonsyndromic deafness",3,"3/61","84/9763",0.0154536883894045,0.115902662920534,5.71604215456675,"ENSG00000079335/ENSG00000111913/ENSG00000105976","CDC14A/RIPOR2/MET","DO"
"3023","DOID:8502~bullous skin disease",2,"2/61","31/9763",0.0158952633509714,0.116029060827246,10.3257535695399,"ENSG00000151914/ENSG00000114270","DST/COL7A1","DO"
"3024","DOID:8398~osteoarthritis",5,"5/61","237/9763",0.0159539958637463,0.116029060827246,3.37656498582002,"ENSG00000198121/ENSG00000105974/ENSG00000101255/ENSG00000112773/ENSG00000171552","LPAR1/CAV1/TRIB3/TENT5A/BCL2L1","DO"
"3025","DOID:3121~gallbladder cancer",3,"3/61","86/9763",0.0164532444082243,0.117873989790264,5.58311094166984,"ENSG00000136997/ENSG00000134982/ENSG00000198910","MYC/APC/L1CAM","DO"
"3026","DOID:2590~familial nephrotic syndrome",2,"2/61","32/9763",0.0168874913443399,0.119205821254164,10.0030737704918,"ENSG00000113580/ENSG00000109436","NR3C1/TBC1D9","DO"
"3027","DOID:2394~ovarian cancer",7,"7/61","432/9763",0.0175690038937186,0.122219157521521,2.59338949605343,"ENSG00000105974/ENSG00000066468/ENSG00000136997/ENSG00000105976/ENSG00000117020/ENSG00000134982/ENSG00000198910","CAV1/FGFR2/MYC/MET/AKT3/APC/L1CAM","DO"
"3028","DOID:3744~cervical squamous cell carcinoma",3,"3/61","90/9763",0.0185593968834381,0.127264435772147,5.33497267759563,"ENSG00000136997/ENSG00000105976/ENSG00000117020","MYC/MET/AKT3","DO"
"3029","DOID:3355~fibrosarcoma",2,"2/61","35/9763",0.0200175626489949,0.135330001007289,9.14566744730679,"ENSG00000122707/ENSG00000171552","RECK/BCL2L1","DO"
"3030","DOID:3910~lung adenocarcinoma",5,"5/61","254/9763",0.0208818528351788,0.138811352043068,3.15057441590293,"ENSG00000105974/ENSG00000136997/ENSG00000105976/ENSG00000105281/ENSG00000171552","CAV1/MYC/MET/SLC1A5/BCL2L1","DO"
"3031","DOID:898~autosomal dominant polycystic kidney disease",2,"2/61","36/9763",0.0211108931232167,0.138811352043068,8.89162112932605,"ENSG00000136997/ENSG00000164093","MYC/PITX2","DO"
"3032","DOID:3069~malignant astrocytoma",4,"4/61","171/9763",0.0218771670172453,0.141905948219969,3.7438404755057,"ENSG00000136997/ENSG00000171552/ENSG00000117020/ENSG00000198910","MYC/BCL2L1/AKT3/L1CAM","DO"
"3033","DOID:1542~head and neck carcinoma",5,"5/61","259/9763",0.022501871637455,0.142117084026031,3.08975251598202,"ENSG00000105974/ENSG00000136997/ENSG00000105976/ENSG00000105281/ENSG00000105971","CAV1/MYC/MET/SLC1A5/CAV2","DO"
"3034","DOID:4607~biliary tract cancer",5,"5/61","259/9763",0.022501871637455,0.142117084026031,3.08975251598202,"ENSG00000105974/ENSG00000136997/ENSG00000105976/ENSG00000134982/ENSG00000198910","CAV1/MYC/MET/APC/L1CAM","DO"
"3035","DOID:811~lipodystrophy",2,"2/61","38/9763",0.0233704674493612,0.145686030853161,8.42364106988784,"ENSG00000105974/ENSG00000176619","CAV1/LMNB2","DO"
"3036","DOID:11934~head and neck cancer",5,"5/61","266/9763",0.0249047930466294,0.153260264902335,3.00844323924566,"ENSG00000105974/ENSG00000136997/ENSG00000105976/ENSG00000105281/ENSG00000105971","CAV1/MYC/MET/SLC1A5/CAV2","DO"
"3037","DOID:4362~cervical cancer",4,"4/61","182/9763",0.0267528655832229,0.162371965124231,3.5175644028103,"ENSG00000136997/ENSG00000105976/ENSG00000171552/ENSG00000117020","MYC/MET/BCL2L1/AKT3","DO"
"3038","DOID:0060060~non-Hodgkin lymphoma",3,"3/61","104/9763",0.0270619941873719,0.162371965124231,4.61680327868852,"ENSG00000136997/ENSG00000105976/ENSG00000171552","MYC/MET/BCL2L1","DO"
"3039","DOID:2621~autonomic nervous system neoplasm",6,"6/61","373/9763",0.0283424138372571,0.165906812705895,2.5745176460247,"ENSG00000136997/ENSG00000122707/ENSG00000171552/ENSG00000163032/ENSG00000198910/ENSG00000150907","MYC/RECK/BCL2L1/VSNL1/L1CAM/FOXO1","DO"
"3040","DOID:769~neuroblastoma",6,"6/61","373/9763",0.0283424138372571,0.165906812705895,2.5745176460247,"ENSG00000136997/ENSG00000122707/ENSG00000171552/ENSG00000163032/ENSG00000198910/ENSG00000150907","MYC/RECK/BCL2L1/VSNL1/L1CAM/FOXO1","DO"
"3041","DOID:2600~laryngeal carcinoma",2,"2/61","43/9763",0.0294292160608018,0.16750153719889,7.44414792222646,"ENSG00000105974/ENSG00000136997","CAV1/MYC","DO"
"3042","DOID:4896~bile duct adenocarcinoma",4,"4/61","189/9763",0.0301704574106194,0.16750153719889,3.38728423974326,"ENSG00000105974/ENSG00000105976/ENSG00000134982/ENSG00000198910","CAV1/MET/APC/L1CAM","DO"
"3043","DOID:4947~cholangiocarcinoma",4,"4/61","189/9763",0.0301704574106194,0.16750153719889,3.38728423974326,"ENSG00000105974/ENSG00000105976/ENSG00000134982/ENSG00000198910","CAV1/MET/APC/L1CAM","DO"
"3044","DOID:1059~intellectual disability",6,"6/61","379/9763",0.030328959757209,0.16750153719889,2.53376011073143,"ENSG00000188706/ENSG00000198947/ENSG00000169554/ENSG00000129682/ENSG00000198910/ENSG00000164093","ZDHHC9/DMD/ZEB2/FGF13/L1CAM/PITX2","DO"
"3045","DOID:3021~acute kidney failure",3,"3/61","109/9763",0.0305253915795231,0.16750153719889,4.40502331177621,"ENSG00000105976/ENSG00000171552/ENSG00000198910","MET/BCL2L1/L1CAM","DO"
"3046","DOID:2526~prostate adenocarcinoma",2,"2/61","44/9763",0.0307086151531298,0.16750153719889,7.27496274217586,"ENSG00000136997/ENSG00000117020","MYC/AKT3","DO"
"3047","DOID:0060123~connective tissue benign neoplasm",2,"2/61","45/9763",0.0320098203929336,0.170719042095646,7.11329690346084,"ENSG00000066468/ENSG00000105976","FGFR2/MET","DO"
"3048","DOID:13223~uterine fibroid",2,"2/61","45/9763",0.0320098203929336,0.170719042095646,7.11329690346084,"ENSG00000171552/ENSG00000198910","BCL2L1/L1CAM","DO"
"3049","DOID:1793~pancreatic cancer",7,"7/61","492/9763",0.0328716853644924,0.172038807991968,2.2771224843396,"ENSG00000105974/ENSG00000136997/ENSG00000105976/ENSG00000171552/ENSG00000117020/ENSG00000134982/ENSG00000198910","CAV1/MYC/MET/BCL2L1/AKT3/APC/L1CAM","DO"
"3050","DOID:11723~Duchenne muscular dystrophy",2,"2/61","46/9763",0.0333325190484438,0.172038807991968,6.95866001425517,"ENSG00000113580/ENSG00000198947","NR3C1/DMD","DO"
